uid,company_v,satis,poverq,pq,VN_1009_TP01,VN_1009_TP02,VN_1009_TP03,VN_1009_TP04,VN_1009_TP05,VN_1009_TP06,VN_1009_TP07,VN_1009_TP08,VN_1009_TP09,VN_1009_TP10,VN_1009_TP11,VN_1009_TP12,VN_1009_TP13,VN_1009_TP14,VN_1009_TP15,VN_1009_TP16,VN_1009_TP17,VN_1009_TP18,VN_1009_TP19,Incomplete?
802,QOO10,8,8,7,8,9,7,8,7,9,8,8,9,7,7,9,7,8,8,7,7,9,8,0
820,QOO10,8,7,8,6,6,8,7,8,6,8,7,7,8,8,6,8,7,7,8,6,8,7,0
838,QOO10,7,7,7,7,6,6,7,6,7,7,6,7,6,6,7,7,6,7,6,6,7,6,0
849,QOO10,8,8,8,9,7,8,8,9,7,9,8,8,7,7,9,7,8,8,9,7,7,8,0
889,QOO10,8,8,8,9,7,8,8,9,7,7,9,7,8,8,9,7,8,8,7,8,7,9,0
74,QOO10,8,7,8,7,9,8,8,9,7,8,7,7,9,7,8,8,9,8,7,8,8,7,0
79,QOO10,9,9,9,9,8,10,9,10,8,10,9,9,8,8,10,9,10,8,9,9,10,9,0
1035,QOO10,8,7,8,6,8,7,7,8,6,8,7,7,8,6,8,7,7,8,6,7,7,8,0
1037,QOO10,8,8,8,7,9,8,8,9,7,9,8,8,9,8,7,8,8,7,7,9,7,8,0
1071,QOO10,10,10,10,9,10,9,10,9,10,10,9,9,10,10,9,10,9,9,10,10,9,9,0
1108,QOO10,7,8,7,8,7,9,9,8,8,7,7,9,9,8,9,7,8,8,7,8,7,8,0
1110,QOO10,8,8,6,7,6,8,8,7,8,6,6,7,7,6,8,7,7,6,8,8,7,7,0
1139,QOO10,6,6,7,7,6,7,7,6,6,7,6,7,6,7,7,6,6,7,6,7,6,6,0
1154,QOO10,8,7,7,7,6,8,8,7,8,6,7,7,6,8,8,7,8,6,7,7,6,7,0
1161,QOO10,8,8,7,7,7,6,8,8,7,8,6,8,8,7,7,8,8,7,7,6,6,8,0
1264,QOO10,7,7,7,8,8,6,8,7,7,8,6,8,7,7,8,6,8,7,7,8,8,6,0
1270,QOO10,8,8,9,9,7,8,8,7,9,8,9,7,8,8,7,9,7,8,8,7,9,8,0
1311,QOO10,6,7,6,7,6,8,8,7,8,6,7,7,6,8,7,7,6,8,7,7,6,8,0
1329,QOO10,7,7,6,7,6,8,8,7,8,6,7,7,6,8,8,7,7,6,6,8,8,7,0
1444,QOO10,9,9,10,9,10,9,10,10,9,10,9,10,10,9,9,10,10,9,9,10,10,9,0
1477,QOO10,8,8,8,9,7,8,8,7,9,7,8,8,7,7,9,7,8,8,9,7,7,8,0
1487,QOO10,7,7,7,7,6,6,7,6,7,7,6,7,7,6,7,6,6,7,6,6,7,6,0
1495,QOO10,9,9,10,10,8,9,9,10,8,9,9,10,8,9,9,8,8,10,8,9,9,8,0
1512,QOO10,7,6,7,7,6,6,7,6,7,7,6,6,7,6,7,7,6,6,7,6,7,6,0
1515,QOO10,7,7,7,8,6,7,7,7,6,8,6,7,7,8,6,8,7,7,6,6,8,7,0
1553,QOO10,8,8,8,9,7,8,8,7,9,8,8,9,7,8,8,8,7,9,9,7,8,8,0
1562,QOO10,7,6,7,7,6,6,7,7,6,7,6,6,7,7,6,7,6,6,7,7,6,6,0
1581,QOO10,9,10,8,8,9,8,10,10,9,10,8,9,9,8,10,9,9,8,8,9,9,10,0
1583,QOO10,8,9,7,8,7,9,9,8,9,7,8,8,9,7,9,9,8,8,9,7,8,8,0
1589,QOO10,7,7,8,6,7,7,6,8,8,7,8,6,7,7,6,6,7,7,6,8,7,7,0
1641,QOO10,9,8,8,9,8,10,10,9,10,8,9,9,8,8,10,10,9,9,8,9,8,10,0
1656,QOO10,7,7,8,6,7,6,8,8,7,8,6,8,8,7,8,6,7,7,6,8,7,7,0
1669,QOO10,8,8,8,6,7,6,8,8,7,8,6,7,7,6,8,7,7,6,8,8,7,7,0
1746,QOO10,8,7,8,7,7,6,8,8,7,8,6,7,7,6,8,8,7,7,6,6,7,7,0
1763,QOO10,8,9,7,8,9,7,9,9,8,8,7,7,9,9,8,9,7,8,8,7,9,9,0
1849,QOO10,7,7,6,7,6,7,6,7,6,6,7,6,7,7,6,7,6,6,7,6,7,6,0
1853,QOO10,7,9,7,8,7,9,9,8,9,7,8,8,7,9,7,8,8,7,7,8,8,7,0
1913,QOO10,8,8,8,9,7,8,8,7,9,8,9,7,8,8,9,7,9,7,8,8,7,8,0
179,QOO10,8,7,8,8,7,9,7,6,8,7,6,6,8,8,7,7,6,7,7,8,7,6,0
2020,QOO10,8,9,8,9,8,8,7,8,6,6,8,9,9,7,7,6,8,7,9,9,8,8,0
2032,QOO10,7,9,8,8,7,9,8,7,7,8,8,7,9,7,8,7,7,8,7,6,6,6,0
2047,QOO10,8,8,9,7,7,7,7,7,7,6,7,9,8,7,8,7,10,8,7,8,8,6,0
2053,QOO10,8,9,9,9,7,8,7,9,7,7,8,8,7,8,9,7,7,7,8,8,8,6,1
2060,QOO10,8,7,7,9,7,8,8,8,7,7,6,7,6,7,8,6,7,7,9,10,9,8,1
2094,QOO10,4,4,5,8,7,6,8,7,7,3,4,7,3,7,7,4,3,7,8,3,7,4,1
2168,QOO10,8,9,8,8,6,7,7,6,6,8,9,10,7,9,7,9,8,7,9,8,7,9,1
2175,QOO10,8,8,7,8,9,7,7,8,8,9,7,7,8,8,9,7,6,6,7,10,8,7,0
2208,QOO10,8,8,7,8,6,7,7,7,7,8,6,9,7,7,8,9,9,7,9,8,8,7,1
2246,QOO10,8,8,6,8,9,7,9,7,9,9,9,8,8,8,9,7,8,7,7,7,8,8,0
2256,QOO10,6,8,6,8,8,6,8,6,8,6,6,6,8,7,8,8,8,8,7,8,7,7,0
2258,QOO10,9,10,9,9,8,9,10,9,10,10,9,8,7,7,10,7,9,7,7,10,9,8,0
2269,QOO10,3,5,3,6,6,7,6,7,6,3,3,4,5,5,5,4,6,7,6,6,5,7,1
2348,QOO10,8,9,7,7,9,8,8,7,9,8,7,9,7,7,8,7,9,6,8,7,9,8,0
2352,QOO10,4,4,2,6,7,6,6,6,5,5,5,7,5,4,6,7,7,6,7,7,4,4,1
2393,QOO10,10,10,10,7,8,7,8,8,8,7,10,10,8,7,7,9,10,9,10,7,8,10,0
2401,QOO10,9,9,8,8,10,8,7,7,9,7,8,7,7,8,9,10,9,9,9,9,9,7,0
2485,QOO10,8,9,9,8,7,7,8,9,7,9,8,7,7,7,7,9,8,9,6,8,7,7,0
2520,QOO10,4,2,4,5,4,6,6,6,3,6,5,5,5,6,6,7,7,4,6,6,5,5,0
2535,QOO10,8,8,9,9,9,9,8,8,7,7,7,6,7,7,6,8,10,9,6,6,6,8,0
2595,QOO10,9,10,8,9,7,8,8,10,8,10,7,8,9,8,9,7,7,7,9,9,8,7,1
2601,QOO10,8,9,8,10,10,8,7,6,6,8,7,7,7,8,7,9,9,7,8,7,6,8,1
2609,QOO10,8,8,8,8,8,8,9,8,6,6,6,7,6,6,8,9,7,7,7,9,6,7,0
2648,QOO10,7,6,8,7,8,7,7,9,9,7,7,9,7,9,9,10,6,8,7,8,9,7,0
2676,QOO10,9,7,9,8,10,10,8,8,8,9,9,8,7,9,9,10,9,7,10,9,7,8,0
2694,QOO10,7,7,7,9,9,8,8,8,7,7,6,7,6,7,8,6,7,7,10,9,6,7,0
2722,QOO10,7,6,7,9,9,7,8,8,7,7,6,7,8,9,7,9,8,9,8,7,9,7,1
2760,QOO10,7,9,7,9,10,10,9,6,7,7,8,7,8,8,9,7,8,6,7,8,6,7,0
2764,QOO10,8,7,9,8,7,8,9,7,7,9,9,7,8,7,9,7,8,7,7,8,6,7,1
2773,QOO10,9,8,10,9,7,7,8,9,8,8,10,9,9,10,10,9,8,8,7,7,7,9,0
2796,QOO10,10,10,9,10,10,8,10,7,10,8,7,9,10,10,8,8,7,7,10,10,9,8,0
2838,QOO10,8,8,8,8,9,9,8,7,8,6,8,8,8,7,8,9,9,9,8,9,9,7,1
2845,QOO10,3,3,4,7,6,8,8,2,3,4,8,8,4,7,6,7,4,3,2,6,2,4,0
2864,QOO10,8,8,7,8,7,7,8,8,7,6,8,8,7,8,9,7,7,8,7,7,7,9,0
2868,QOO10,8,7,8,8,9,7,8,9,9,8,7,7,7,9,9,8,6,9,9,8,10,9,0
2881,QOO10,8,9,6,9,8,9,10,8,9,9,7,6,7,9,8,10,6,7,6,8,6,7,0
2910,QOO10,8,6,8,7,6,8,6,9,7,9,8,6,7,7,8,6,7,8,9,8,7,7,1
2948,QOO10,8,8,9,8,9,7,8,7,6,9,8,8,10,9,9,9,7,9,9,8,8,7,1
3047,QOO10,8,6,9,9,8,8,9,6,9,10,10,9,8,6,9,8,9,8,8,6,9,7,0
3139,QOO10,7,7,7,7,7,7,8,9,7,7,9,8,7,8,7,9,9,6,9,8,6,7,0
3188,QOO10,9,9,9,7,7,10,8,8,7,8,10,9,9,7,7,8,9,7,9,9,9,9,1
3194,QOO10,8,6,6,6,7,7,6,9,7,8,7,7,7,8,8,7,8,8,8,7,9,8,0
3195,QOO10,8,7,7,10,8,9,10,7,9,7,8,9,7,8,8,8,8,7,8,9,9,7,1
3210,QOO10,9,9,8,9,8,8,9,8,7,9,7,9,8,9,8,9,9,9,7,8,9,10,0
3253,QOO10,9,9,7,9,9,8,7,9,9,7,9,9,8,9,7,9,10,7,8,8,7,9,0
3302,QOO10,8,9,7,8,9,7,7,9,9,6,8,7,9,9,8,6,7,8,6,7,7,7,1
3306,QOO10,7,9,8,7,6,8,7,6,9,6,8,9,7,9,6,8,10,9,9,9,9,7,0
3328,QOO10,8,8,10,9,7,8,7,8,9,9,7,9,8,9,7,8,9,7,9,9,9,7,1
337,QOO10,8,7,7,9,9,8,9,7,6,8,6,7,8,7,7,8,9,9,7,8,9,8,1
3413,QOO10,8,9,7,9,7,8,8,7,6,6,8,7,6,6,7,8,8,7,9,8,9,8,1
3431,QOO10,8,9,9,7,8,8,7,8,7,9,7,8,7,8,6,8,8,7,10,10,9,8,1
3460,QOO10,8,7,9,8,7,8,9,9,9,8,8,7,9,10,10,8,7,9,9,10,7,9,0
3465,QOO10,8,8,6,7,8,7,7,8,9,9,8,8,7,7,7,7,8,8,7,7,9,7,0
3485,QOO10,8,7,8,8,8,7,8,10,9,8,7,9,7,8,6,8,8,6,7,8,9,7,0
3519,QOO10,7,9,8,8,7,7,8,8,9,10,9,7,8,7,8,7,8,9,9,9,7,7,1
3528,QOO10,8,9,8,7,6,7,6,8,9,8,9,6,8,7,9,8,6,6,6,9,6,7,0
3532,QOO10,8,8,8,6,8,8,7,9,6,8,8,8,6,7,8,6,8,9,10,10,8,7,0
3593,QOO10,5,3,5,6,6,4,4,6,7,6,6,5,5,5,6,7,6,6,7,6,6,7,1
3728,QOO10,9,8,8,8,7,9,8,10,8,10,10,8,7,9,8,10,8,9,9,9,8,7,0
3729,QOO10,8,8,7,9,7,8,8,7,8,8,7,8,7,8,9,7,7,7,8,10,6,8,0
3734,QOO10,6,8,8,7,6,7,7,8,7,6,7,6,6,8,8,7,8,6,7,8,8,6,0
3791,QOO10,7,6,7,7,6,7,6,7,8,6,8,7,7,9,10,10,7,7,6,7,7,7,1
3794,QOO10,8,8,9,7,7,7,8,8,6,8,7,7,7,9,8,7,7,7,7,9,7,7,1
3814,QOO10,8,7,6,10,8,8,9,7,8,8,7,7,7,8,9,8,7,7,6,7,6,7,0
3843,QOO10,9,9,7,8,10,10,10,9,8,7,9,9,9,9,10,9,9,10,10,7,7,7,1
3874,QOO10,7,8,7,9,7,8,8,7,9,9,8,7,7,8,8,7,6,8,6,9,7,6,0
3925,QOO10,4,4,2,7,7,6,7,7,5,5,5,6,6,5,7,4,4,3,3,6,9,7,0
3926,QOO10,4,4,4,6,5,7,8,8,6,6,7,5,7,7,8,6,5,8,7,5,6,1,0
3966,QOO10,8,9,8,8,8,7,7,8,6,7,9,7,8,8,9,7,8,8,7,10,7,8,1
378,QOO10,8,9,7,7,9,7,8,7,9,8,7,8,9,8,8,8,8,9,9,9,7,9,0
4036,QOO10,8,8,8,7,8,7,8,8,8,6,7,7,8,9,9,7,7,8,6,6,7,9,0
4079,QOO10,7,9,9,9,7,8,8,9,10,10,8,9,8,7,8,7,9,9,10,9,7,8,0
4088,QOO10,7,6,7,10,8,9,9,7,7,10,8,6,7,7,9,8,6,6,10,10,7,7,0
4142,QOO10,7,7,6,9,8,9,9,7,8,9,9,7,8,9,8,7,8,7,10,9,6,7,0
4147,QOO10,8,9,9,8,8,7,7,7,8,9,9,9,9,8,10,8,6,9,9,10,6,9,0
4157,QOO10,7,8,7,7,8,7,8,9,10,9,9,7,9,7,8,6,9,6,7,9,7,7,1
4211,QOO10,7,9,7,9,7,7,7,8,6,7,9,7,7,7,9,7,6,7,9,9,9,7,1
4232,QOO10,3,2,5,6,7,2,2,7,6,6,2,5,8,7,7,8,6,5,7,7,4,4,0
4233,QOO10,6,6,6,8,6,7,7,6,7,7,8,6,8,6,8,6,7,7,8,8,6,7,0
4260,QOO10,9,8,8,8,10,10,9,8,9,10,8,9,10,9,10,8,10,7,10,9,9,9,1
4338,QOO10,7,7,8,8,9,7,8,6,8,6,7,8,7,9,8,9,8,8,8,9,6,7,0
4384,QOO10,8,9,9,7,8,8,7,8,9,7,7,8,7,7,9,7,7,7,7,7,7,7,0
4441,QOO10,9,7,8,9,8,9,8,10,10,8,9,7,9,8,8,9,8,9,9,8,8,9,1
4460,QOO10,6,8,8,8,7,8,8,6,8,6,7,6,7,8,6,8,7,6,8,8,6,7,0
4483,QOO10,8,7,8,9,8,7,8,9,8,7,9,7,6,7,6,8,8,7,8,9,7,7,0
4595,QOO10,7,7,7,7,8,7,9,7,8,6,6,7,7,7,9,7,7,8,8,9,8,7,1
4642,QOO10,7,7,7,9,8,8,8,8,6,6,7,6,9,7,9,7,6,6,9,9,6,7,0
4662,QOO10,8,9,8,7,6,7,7,8,6,9,9,8,8,6,8,7,6,7,8,8,7,6,0
467,QOO10,7,6,8,10,9,10,8,7,10,9,7,7,7,9,7,9,7,7,8,10,8,8,1
4730,QOO10,9,10,10,8,8,8,9,9,9,9,9,9,7,9,10,8,9,8,10,10,7,7,0
4794,QOO10,8,7,9,8,9,8,8,7,6,8,7,6,6,7,8,6,9,7,10,9,9,7,1
4802,QOO10,8,9,8,9,8,9,10,10,8,10,9,7,6,7,8,6,9,7,8,9,7,7,1
4825,QOO10,7,6,6,8,9,8,9,8,6,8,7,9,6,7,8,6,8,8,9,10,7,7,0
4840,QOO10,5,5,5,6,8,5,4,4,6,6,4,8,7,8,8,7,6,8,6,3,2,7,0
4855,QOO10,3,5,2,7,8,4,3,4,6,7,4,5,8,6,6,8,5,5,8,6,7,7,1
4886,QOO10,7,8,7,10,9,9,9,8,7,8,6,7,8,7,9,7,7,7,7,8,7,7,1
4918,QOO10,7,7,8,10,9,10,9,8,7,7,6,8,6,7,7,6,6,7,8,8,7,7,1
4931,QOO10,8,7,8,7,9,8,8,7,6,6,8,7,7,8,9,8,6,8,7,9,9,7,1
4966,QOO10,7,6,7,9,7,8,8,9,9,9,8,9,9,7,7,9,6,7,9,9,8,9,0
5022,QOO10,8,9,8,9,8,9,9,6,8,7,6,8,10,9,8,10,8,7,7,8,8,7,1
5038,QOO10,9,10,9,10,10,9,7,9,8,7,10,9,7,7,9,7,8,9,8,8,9,7,0
5061,QOO10,8,7,7,7,6,6,7,8,6,6,8,9,6,7,8,6,7,8,9,9,9,8,0
5135,QOO10,8,7,7,8,7,6,7,7,6,6,8,6,7,7,9,7,9,6,8,9,9,8,0
5176,QOO10,7,8,6,9,7,8,8,7,7,8,7,7,7,10,10,9,9,8,9,10,8,7,1
5219,QOO10,9,9,9,9,8,9,9,8,10,10,8,10,9,9,8,10,10,10,9,10,9,9,0
5262,QOO10,7,8,8,8,9,8,9,7,9,7,8,8,10,9,9,10,7,6,8,9,6,7,0
5310,QOO10,8,8,8,8,6,6,8,7,8,6,8,8,8,9,9,8,8,7,8,8,6,7,1
5365,QOO10,7,7,9,7,7,6,7,8,7,7,9,7,8,9,9,7,8,7,6,6,8,6,1
5387,QOO10,8,7,7,8,7,7,8,8,9,8,7,8,6,7,8,6,7,7,8,6,8,7,1
5389,QOO10,7,6,8,9,7,8,7,8,9,7,9,7,7,8,7,9,6,8,9,10,8,7,0
5445,QOO10,9,10,9,10,9,9,9,9,9,8,10,8,9,8,9,9,9,9,9,10,8,8,0
5466,QOO10,8,6,8,9,7,7,8,7,9,7,8,7,8,9,7,9,8,7,8,7,6,8,1
5478,QOO10,9,8,9,9,8,8,7,7,10,8,10,9,9,9,8,7,9,7,7,8,9,7,1
5489,QOO10,10,9,9,10,10,8,8,8,10,8,10,10,10,8,8,10,10,7,10,8,8,7,1
5531,QOO10,8,9,8,9,8,8,9,8,7,7,9,8,6,7,8,6,8,9,8,9,8,7,1
5537,QOO10,9,9,7,8,7,8,9,7,10,8,10,9,9,7,9,7,8,10,10,10,9,7,1
5547,QOO10,8,7,8,10,9,10,9,8,6,9,6,8,8,9,8,9,8,7,9,10,7,8,1
5553,QOO10,8,8,9,7,8,8,9,7,7,8,6,9,7,7,8,6,8,9,10,9,8,7,1
5556,QOO10,5,3,5,8,8,5,6,6,5,5,6,5,5,7,4,6,7,7,6,7,7,7,1
5561,QOO10,8,8,10,9,7,7,8,8,7,7,7,7,7,8,9,7,8,7,7,9,8,7,1
5605,QOO10,7,6,7,9,8,9,7,9,7,7,8,7,7,7,7,8,8,7,9,7,8,7,1
5639,QOO10,8,10,7,7,6,6,7,8,7,8,9,6,7,7,6,8,7,8,9,8,9,7,1
5645,QOO10,9,9,9,8,9,7,9,8,7,9,7,7,7,8,9,7,8,7,9,9,10,9,1
5685,QOO10,8,9,9,9,9,7,8,7,9,9,8,9,8,6,9,8,9,7,7,9,7,8,1
5726,QOO10,9,10,9,9,7,7,9,9,9,9,9,7,10,7,8,10,7,9,7,7,10,8,1
5737,QOO10,6,7,6,6,7,7,8,7,8,8,8,7,8,7,6,6,6,8,8,8,6,7,1
5795,QOO10,8,7,9,9,9,8,8,7,9,6,8,8,8,9,10,8,7,9,9,9,7,7,1
577,QOO10,8,7,8,8,6,6,7,7,8,9,7,8,7,9,8,7,7,7,10,10,8,7,0
5886,QOO10,8,9,7,8,6,6,7,7,6,6,7,8,9,8,9,8,8,7,7,7,6,7,0
5941,QOO10,7,6,7,8,9,9,7,8,9,8,7,7,6,6,9,7,9,7,7,8,9,7,1
5969,QOO10,8,9,8,7,7,8,8,10,8,8,7,7,7,8,9,7,7,7,8,7,8,7,1
6020,QOO10,8,9,7,9,8,9,9,7,9,9,6,6,7,9,6,8,7,8,10,10,8,8,0
6044,QOO10,7,8,8,8,6,7,8,6,8,7,7,7,6,8,6,8,9,6,10,10,7,7,1
6049,QOO10,8,8,8,8,6,6,7,7,9,7,8,9,9,7,8,6,8,7,8,7,9,7,1
6064,QOO10,8,9,9,8,6,7,8,7,7,8,7,8,6,9,9,7,9,9,8,9,7,7,1
